"Date",Gross $,Customers
20130514,1002.38,118
20130515,1123.48,123
20130516,969.26,117
20130517,946.26,111
20130518,1193.49,132
20130519,1340.49,133
20130520,1279.77,139
20130521,1208.30,124
20130522,1331.40,119
20130523,907.53,98
20130524,1022.69,121
20130525,689.97,91
20130526,975.45,95
20130527,895.85,87
20130528,1041.02,127
20130529,810.47,105
20130530,848.71,115
20130531,1038.91,134
20130601,838.84,92
20130602,1009.78,115
20130603,962.68,114
20130604,1004.13,125
20130605,1107.33,119
20130606,877.84,108
20130607,880.34,112
20130608,980.90,106
20130609,899.72,113
20130610,1274.42,148
20130611,872.06,110
20130612,822.64,89
20130613,1046.30,118
20130614,637.41,88
20130615,792.74,84
20130616,922.57,100
20130617,1028.03,123
20130618,1105.21,119
20130619,952.25,116
20130620,752.91,108
20130621,697.23,87
20130622,829.25,79
20130623,981.76,105
20130624,732.41,94
20130625,976.06,103
20130626,1022.42,108
20130627,820.54,90
20130628,1202.36,119
20130629,803.54,81
20130630,824.65,92
20130701,701.63,95
20130702,785.24,89
20130703,1166.10,91
20130704,586.99,78
20130705,796.84,95
20130706,797.20,79
20130707,1016.27,100
20130708,1201.07,104
20130709,1010.22,122
20130710,784.68,98
20130711,736.50,96
20130712,729.71,99
20130713,853.68,97
20130714,1070.02,119
20130715,1005.53,98
20130716,1172.96,111
20130717,1006.24,103
20130718,1042.51,116
20130719,677.01,85
20130720,711.08,85
20130721,811.70,94
20130722,1029.47,113
20130723,1021.50,112
20130724,828.64,97
20130725,793.83,98
20130726,673.77,87
20130727,625.04,77
20130728,632.81,71
20130729,1030.25,124
20130730,662.92,93
20130731,629.82,79
20130801,791.75,82
20130802,714.86,88
20130803,750.30,97
20130804,557.13,79
20130805,867.10,100
20130806,1020.99,120
20130807,789.31,99
20130808,804.07,94
20130809,992.41,112
20130810,698.68,87
20130811,848.79,89
20130812,949.66,109
20130813,810.70,94
20130814,1001.14,96
20130815,1121.30,104
20130816,719.07,92
20130817,839.37,94
20130818,845.46,96
20130819,872.93,110
20130820,781.38,108
20130821,769.37,108
20130822,907.10,100
20130823,858.38,93
20130824,1048.07,87
20130825,973.26,114
20130826,1357.22,132
20130827,840.08,92
20130828,920.59,105
20130829,716.08,94
20130830,621.16,76
20130831,887.13,95
20130901,561.48,73
20130902,714.58,98
20130903,1015.23,120
20130904,945.57,110
20130905,709.35,105
20130906,739.38,89
20130907,745.51,87
20130908,888.20,96
20130909,955.19,118
20130910,817.71,105
20130911,1083.78,103
20130912,884.28,110
20130913,929.18,110
20130914,799.49,99
20130915,749.64,75
20130916,1104.42,112
20130917,971.09,116
20130918,547.13,69
20130919,858.43,102
20130920,951.46,105
20130921,901.42,101
20130922,837.56,95
20130923,1060.83,104
20130924,854.12,93
20130925,803.80,94
20130926,859.49,103
20130927,883.05,106
20130928,774.78,96
20130929,1308.57,122
20130930,1178.42,127
20131001,1052.67,126
20131002,761.04,104
20131003,903.47,115
20131004,802.07,79
20131005,566.44,82
20131006,766.26,104
20131007,1113.49,114
20131008,1060.74,119
20131009,1200.03,126
20131010,799.54,110
20131011,780.06,103
20131012,718.20,86
20131013,1177.40,109
20131014,1010.86,126
20131015,864.60,102
20131016,1043.67,112
20131017,752.69,95
20131018,947.47,96
20131019,612.01,71
20131020,1173.76,124
20131021,941.74,103
20131022,877.99,108
20131023,1034.00,121
20131024,1002.26,110
20131025,991.19,93
20131026,864.41,95
20131027,1185.95,103
20131028,1267.45,128
20131029,1029.86,110
20131030,880.76,88
20131031,675.78,91
20131101,1030.72,108
20131102,807.89,100
20131103,862.63,90
20131104,993.90,110
20131105,946.49,115
20131106,964.99,97
20131107,1034.04,103
20131108,892.63,95
20131109,716.51,88
20131110,865.41,102
20131111,847.59,90
20131112,796.51,84
20131113,1082.22,95
20131114,1091.13,118
20131115,1022.73,104
20131116,834.95,97
20131117,950.13,92
20131118,1079.85,108
20131119,1153.12,134
20131120,858.89,93
20131121,843.44,94
20131122,1052.07,103
20131123,693.55,72
20131124,792.47,87
20131125,935.15,108
20131126,551.48,78
20131127,1163.38,110
20131128,24.42,5
20131129,446.57,60
20131130,579.82,64
20131201,743.39,77
20131202,939.84,107
20131203,1033.74,113
20131204,1049.82,103
20131205,780.91,103
20131206,848.95,98
20131207,775.84,83
20131208,616.77,72
20131209,629.35,74
20131210,792.24,81
20131211,969.61,94
20131212,601.15,81
20131213,753.16,94
20131214,695.24,66
20131215,613.57,58
20131216,639.92,67
20131217,827.84,68
20131218,552.56,67
20131219,559.79,62
20131220,519.59,55
20131221,462.14,41
20131222,385.73,40
20131223,563.24,69
20131224,359.55,46
20131225,437.39,44
20131226,551.50,52
20131227,514.37,62
20131228,441.20,55
20131229,404.68,41
20131230,708.24,65
20131231,626.53,58
20140101,542.79,45
20140102,790.57,72
20140103,948.91,81
20140104,781.15,71
20140105,802.25,62
20140106,799.61,62
20140107,793.61,83
20140108,969.57,97
20140109,905.27,93
20140110,717.48,73
20140111,729.83,89
20140112,865.23,93
20140113,1203.20,114
20140114,662.48,84
20140115,742.63,89
20140116,1066.16,108
20140117,1147.87,97
20140118,797.73,88
20140119,831.07,79
20140120,1016.60,96
20140121,1217.70,107
20140122,936.48,107
20140123,911.87,86
20140124,797.50,76
20140125,941.20,76
20140126,1272.81,108
20140127,923.96,90
20140128,896.83,94
20140129,984.60,105
20140130,828.09,80
20140131,927.49,97
20140201,851.81,77
20140202,809.12,85
20140203,792.11,87
20140204,1050.47,84
20140205,987.71,103
20140206,828.36,88
20140207,902.88,98
20140208,760.94,89
20140209,894.72,97
20140210,948.84,98
20140211,824.40,90
20140212,894.37,89
20140213,795.03,85
20140214,749.40,90
20140215,805.64,89
20140216,687.46,76
20140217,1070.83,101
20140218,950.71,85
20140219,1099.04,112
20140220,1121.69,108
20140221,692.23,89
20140222,675.71,84
20140223,760.17,84
20140224,977.83,101
20140225,720.65,89
20140226,799.97,85
20140227,753.89,82
20140228,1331.39,110
20140301,831.80,89
20140302,1406.38,94
20140303,1011.59,96
20140304,995.88,109
20140305,826.81,94
20140306,1215.50,115
20140307,918.95,93
20140308,982.63,85
20140309,1055.07,100
20140310,1143.56,105
20140311,1158.82,118
20140312,931.17,101
20140313,1012.51,109
20140314,851.58,94
20140315,986.91,85
20140316,1179.07,95
20140317,882.25,97
20140318,1076.32,101
20140319,1016.26,104
20140320,807.05,97
20140321,712.81,96
20140322,813.81,82
20140323,883.39,84
20140324,1086.60,106
20140325,703.57,77
20140326,836.65,100
20140327,817.98,85
20140328,624.43,83
20140329,887.80,76
20140330,1245.01,107
20140331,1373.40,127
20140401,1187.53,128
20140402,1142.14,112
20140403,911.30,105
20140404,1055.70,114
20140405,1060.58,118
20140406,1052.56,107
20140407,1287.28,136
20140408,1342.11,134
20140409,1102.15,144
20140410,1181.60,125
20140411,976.84,107
20140412,891.93,102
20140413,1086.57,96
20140414,1083.52,103
20140415,1146.49,113
20140416,1148.45,120
20140417,1357.09,125
20140418,648.56,80
20140419,880.94,97
20140420,1235.10,119
20140421,1267.74,121
20140422,1165.66,108
20140423,1016.98,108
20140424,1198.52,129
20140425,1269.59,111
20140426,1011.60,103
20140427,1317.38,119
20140428,973.54,106
20140429,1100.64,112
20140430,1159.33,113
20140501,1312.96,132
20140502,974.33,116
20140503,1017.60,114
20140504,848.67,94
20140505,1126.19,127
20140506,1191.15,134
20140507,1332.06,135
20140508,967.44,119
20140509,923.53,100
20140510,1033.14,127
20140511,851.18,104
20140512,1059.31,112
20140513,1040.68,107
20140514,1237.49,121
20140515,1192.19,127
20140516,1045.88,95
20140517,962.11,107
20140518,1478.52,139
20140519,1140.36,120
20140520,1230.60,129
20140521,1148.84,129
20140522,1068.64,126
20140523,749.06,91
20140524,700.61,83
20140525,1047.63,119
20140526,1160.33,113
20140527,1334.22,145
20140528,1135.56,117
20140529,951.33,112
20140530,1104.94,126
20140531,1309.14,136
20140601,1185.21,124
20140602,1430.76,150
20140603,1123.51,136
20140604,1288.80,126
20140605,1024.14,125
20140606,1096.55,124
20140607,904.80,104
20140608,942.20,121
20140609,1525.39,147
20140610,743.80,95
20140611,940.96,112
20140612,1210.59,129
20140613,1060.17,116
20140614,951.07,108
20140615,1035.59,94
20140616,1002.29,118
20140617,1194.18,123
20140618,866.99,93
20140619,937.68,102
20140620,886.98,106
20140621,657.92,87
20140622,1054.04,105
20140623,1319.53,126
20140624,829.55,94
20140625,931.52,109
20140626,1039.90,100
20140627,987.91,114
20140628,682.32,79
20140629,1124.72,107
20140630,915.74,98
20140701,1341.74,139
20140702,1089.34,112
20140703,1218.41,116
20140704,851.06,91
20140705,833.71,92
20140706,1064.99,115
20140707,1201.05,119
20140708,961.67,110
20140709,888.42,105
20140710,1211.64,121
20140711,1027.95,100
20140712,948.36,93
20140713,1015.10,104
20140714,1167.27,126
20140715,1223.14,111
20140716,965.86,127
20140717,837.24,114
20140718,732.61,95
20140719,721.12,90
20140720,1132.38,124
20140721,1175.66,133
20140722,934.39,108
20140723,1162.87,140
20140724,980.51,126
20140725,885.98,103
20140726,757.52,88
20140727,1290.82,133
20140728,1093.45,138
20140729,1289.20,132
20140730,928.37,117
20140731,1176.73,121
20140801,961.12,102
20140802,933.53,108
20140803,644.86,83
20140804,774.11,90
20140805,1064.65,119
20140806,1284.82,138
20140807,1025.62,120
20140808,770.52,107
20140809,693.43,73
20140810,965.03,108
20140811,973.24,118
20140812,1119.03,116
20140813,904.85,99
20140814,926.58,109
20140815,666.52,90
20140816,790.85,91
20140817,1038.77,110
20140818,1033.69,120
20140819,1187.72,122
20140820,960.87,119
20140821,987.83,108
20140822,697.38,87
20140823,978.13,118
20140824,1127.00,118
20140825,1009.57,118
20140826,973.90,111
20140827,1010.66,116
20140828,891.02,108
20140829,716.54,92
20140830,866.34,85
20140831,775.75,101
20140901,707.74,76
20140902,1118.59,137
20140903,1076.91,109
20140904,1004.51,127
20140905,686.94,85
20140906,664.21,77
20140907,1063.05,100
20140908,1281.63,122
20140909,1036.02,117
20140910,976.44,105
20140911,1069.06,115
20140912,778.72,95
20140913,844.90,90
20140914,1004.42,100
20140915,975.18,102
20140916,1371.03,137
20140917,1016.78,114
20140918,960.33,105
20140919,908.63,108
20140920,911.09,79
20140921,1000.80,101
20140922,1083.59,112
20140923,1194.85,129
20140924,1071.88,113
20140925,1130.93,116
20140926,1094.97,115
20140927,695.64,92
20140928,1227.41,116
20140929,1293.81,141
20140930,959.38,119
20141001,1271.05,147
20141002,1035.37,108
20141003,989.25,111
20141004,1069.48,89
20141005,1079.28,120
20141006,1101.54,124
20141007,1168.95,118
20141008,1239.96,118
20141009,820.43,105
20141010,1189.66,122
20141011,1138.26,112
20141012,1101.30,101
20141013,1032.79,112
20141014,728.33,85
20141015,1149.34,126
20141016,847.25,101
20141017,952.92,108
20141018,934.60,101
20141019,842.57,95
20141020,1131.67,118
20141021,914.55,107
20141022,869.48,102
20141023,1054.13,120
20141024,1011.94,105
20141025,928.06,113
20141026,1244.03,135
20141027,1183.99,137
20141028,1012.24,121
20141029,1097.87,131
20141030,885.09,98
20141031,713.33,83
20141101,1196.38,120
20141102,958.09,100
20141103,1221.06,143
20141104,1016.74,103
20141105,863.87,101
20141106,956.60,93
20141107,1056.17,98
20141108,872.44,81
20141109,925.75,100
20141110,961.55,112
20141111,811.99,101
20141112,848.19,96
20141113,975.25,108
20141114,772.33,83
20141115,989.93,88
20141116,917.21,86
20141117,928.21,103
20141118,910.51,91
20141119,909.15,99
20141120,934.27,99
20141121,550.00,78
20141122,778.78,75
20141123,899.87,75
20141124,1108.83,104
20141125,844.12,87
20141126,1040.19,89
20141127,43.70,8
20141128,364.08,51
20141129,442.54,58
20141130,703.76,80
20141201,1325.94,108
20141202,1033.49,112
20141203,811.65,85
20141204,1233.08,101
20141205,640.93,73
20141206,662.58,73
20141207,737.10,80
20141208,845.96,79
20141209,805.47,94
20141210,895.36,81
20141211,763.94,80
20141212,743.25,77
20141213,677.66,59
20141214,788.33,75
20141215,697.78,79
20141216,677.01,89
20141217,647.39,67
20141218,717.09,80
20141219,456.17,65
20141220,463.16,51
20141221,505.23,60
20141222,370.40,42
20141223,624.33,67
20141224,650.37,58
20141225,388.68,46
20141226,538.38,51
20141227,444.12,43
20141228,710.90,59
20141229,0.00,0
20141230,1021.87,84
20141231,645.19,80
20150101,526.30,57
20150102,641.10,75
20150103,678.51,75
20150104,789.24,73
20150105,950.65,94
20150106,951.94,94
20150107,931.65,101
20150108,865.28,93
20150109,919.57,78
20150110,619.53,58
20150111,662.24,73
20150112,892.45,86
20150113,1149.18,102
20150114,1133.44,114
20150115,980.95,86
20150116,1043.32,95
20150117,828.42,91
20150118,719.08,72
20150119,818.16,96
20150120,962.69,91
20150121,1117.80,100
20150122,931.14,89
20150123,1058.95,114
20150124,800.84,91
20150125,951.78,100
20150126,835.87,90
20150127,907.13,101
20150128,945.53,97
20150129,980.60,109
20150130,851.34,88
20150131,892.76,99
20150201,605.19,53
20150202,1505.66,112
20150203,1094.80,104
20150204,1004.98,96
20150205,1003.42,92
20150206,805.15,86
20150207,878.92,93
20150208,959.73,82
20150209,1144.36,103
20150210,1320.96,125
20150211,1270.26,106
20150212,838.01,85
20150213,579.88,68
20150214,797.54,89
20150215,896.86,79
20150216,1153.22,105
20150217,1104.22,98
20150218,1046.70,113
20150219,772.43,81
20150220,990.91,96
20150221,799.72,91
20150222,780.78,87
20150223,1113.01,113
20150224,973.29,105
20150225,752.36,93
20150226,790.49,87
20150227,904.11,83
20150228,1012.25,94
20150301,991.49,92
20150302,1247.70,110
20150303,1072.15,109
20150304,1076.77,104
20150305,856.56,88
20150306,1010.50,94
20150307,863.74,87
20150308,1164.75,96
20150309,1135.86,102
20150310,1043.67,114
20150311,864.84,107
20150312,1180.08,133
20150313,1000.76,106
20150314,1207.82,114
20150315,1095.61,114
20150316,1238.93,138
20150317,930.47,98
20150318,962.21,95
20150319,796.42,90
20150320,764.42,74
20150321,734.27,79
20150322,614.92,73
20150323,1051.62,103
20150324,1248.24,108
20150325,1009.55,98
20150326,637.14,82
20150327,831.95,96
20150328,906.50,80
20150329,1224.96,102
20150330,1032.02,106
20150331,1027.34,114
20150401,940.06,113
20150402,889.09,95
20150403,928.82,98
20150404,839.58,92
20150405,1233.75,127
20150406,1008.70,106
20150407,972.47,101
20150408,859.44,94
20150409,943.69,109
20150410,1153.42,114
20150411,1034.13,108
20150412,1472.06,116
20150413,1027.73,119
20150414,1154.27,118
20150415,817.01,95
20150416,1235.30,122
20150417,893.74,102
20150418,1079.70,106
20150419,1102.35,92
20150420,1395.29,125
20150421,1173.02,117
20150422,854.73,90
20150423,813.70,96
20150424,1087.53,105
20150425,595.67,84
20150426,1146.07,105
20150427,1370.13,121
20150428,820.97,112
20150429,1111.56,98
20150430,945.45,91
20150501,815.22,103
20150502,964.78,123
20150503,1202.74,116
20150504,1244.33,109
20150505,1157.47,112
20150506,1100.16,98
20150507,1162.35,121
20150508,831.38,85
20150509,990.05,91
20150510,753.90,85
20150511,1139.68,112
20150512,1360.24,127
20150513,1258.32,115
20150514,808.08,102
20150515,1189.18,104
20150516,1111.68,125
20150517,1084.43,117
20150518,1082.86,117
20150519,1000.17,123
20150520,1299.43,122
20150521,1120.47,117
20150522,933.09,102
20150523,1019.10,121
20150524,1009.15,88
20150525,1048.54,125
20150526,1249.35,123
20150527,1023.50,117
20150528,1232.35,140
20150529,1228.45,125
20150530,710.58,71
20150531,1141.44,103
20150601,1247.68,111
20150602,1364.06,136
20150603,1124.41,127
20150604,1246.63,125
20150605,795.74,102
20150606,983.76,107
20150607,1187.46,113
20150608,989.39,104
20150609,1049.94,102
20150610,974.63,114
20150611,855.40,102
20150612,899.49,96
20150613,1080.87,101
20150614,891.12,103
20150615,898.30,87
20150616,1248.49,124
20150617,822.63,94
20150618,847.40,111
20150619,620.14,77
20150620,735.94,92
20150621,822.25,87
20150622,1063.89,105
20150623,1274.74,121
20150624,1166.31,112
20150625,706.58,85
20150626,652.39,70
20150627,747.62,78
20150628,1156.78,108
20150629,744.64,97
20150630,1242.08,116
20150701,757.00,96
20150702,943.42,100
20150703,761.82,88
20150704,888.99,84
20150705,765.95,102
20150706,1058.62,108
20150707,1174.39,110
20150708,828.98,104
20150709,1273.63,110
20150710,973.90,96
20150711,905.88,84
20150712,1367.94,123
20150713,1146.09,123
20150714,1197.99,124
20150715,1039.88,124
20150716,1235.33,112
20150717,954.68,95
20150718,1043.31,88
20150719,1364.16,116
20150720,1153.42,125
20150721,1014.51,107
20150722,693.65,93
20150723,1174.08,119
20150724,1289.00,115
20150725,1110.88,105
20150726,959.43,97
20150727,1296.45,115
20150728,1415.08,125
20150729,1156.03,113
20150730,1258.69,117
20150731,1304.07,129
20150801,1157.06,118
20150802,1051.16,94
20150803,1556.47,149
20150804,1393.17,135
20150805,987.80,112
20150806,1560.51,143
20150807,1116.26,110
20150808,1009.68,86
20150809,1059.35,107
20150810,1356.58,124
20150811,1227.12,117
20150812,1298.25,119
20150813,1281.30,104
20150814,1140.03,120
20150815,1217.64,109
20150816,1051.31,114
20150817,1549.21,140
20150818,1107.19,105
20150819,1481.22,140
20150820,1254.45,120
20150821,1512.62,122
20150822,1382.90,108
20150823,1142.81,120
20150824,1432.48,129
20150825,1250.29,115
20150826,1086.10,104
20150827,1113.70,109
20150828,987.87,94
20150829,869.31,96
20150830,928.84,106
20150831,1130.29,128
20150901,1424.03,128
20150902,1168.04,116
20150903,960.01,95
20150904,1058.56,116
20150905,1294.06,106
20150906,1220.76,98
20150907,1310.07,113
20150908,1190.57,108
20150909,1526.91,137
20150910,1311.13,117
20150911,1595.35,108
20150912,1270.66,100
20150913,1235.29,116
20150914,1302.67,143
20150915,1356.56,116
20150916,1255.24,112
20150917,1056.33,101
20150918,1310.01,104
20150919,1477.53,136
20150920,1396.17,127
20150921,1628.34,157
20150922,1132.85,106
20150923,1372.13,118
20150924,1105.63,121
20150925,1672.60,126
20150926,1261.41,113
20150927,1384.91,131
20150928,1337.03,128
20150929,1690.87,139
20150930,1347.27,125
20151001,1363.78,117
20151002,1343.32,113
20151003,1150.31,111
20151004,1059.63,94
20151005,1528.22,124
20151006,1456.26,122
20151007,1585.68,132
20151008,1464.11,126
20151009,1535.74,134
20151010,1358.09,121
20151011,1345.23,134
20151012,1660.82,131
20151013,1352.89,116
20151014,1214.24,120
20151015,1769.99,140
20151016,1166.70,107
20151017,1085.32,114
20151018,1290.60,114
20151019,1365.77,127
20151020,1483.08,123
20151021,1484.04,132
20151022,1269.13,125
20151023,1524.89,117
20151024,1034.43,96
20151025,1067.33,102
20151026,1329.63,118
20151027,1222.21,110
20151028,1261.44,119
20151029,1433.70,113
20151030,1344.03,119
20151031,1175.03,116
20151101,1140.77,104
20151102,1571.40,121
20151103,1397.32,118
20151104,1172.44,117
20151105,1505.56,128
20151106,1147.79,112
20151107,1322.54,120
20151108,942.19,89
20151109,1397.32,126
20151110,1372.39,117
20151111,1479.68,113
20151112,1229.57,113
20151113,1328.08,112
20151114,1476.17,117
20151115,1258.07,103
20151116,1326.74,120
20151117,1422.41,126
20151118,1489.13,123
20151119,1233.23,103
20151120,1472.89,121
20151121,1361.07,107
20151122,1544.71,104
20151123,1068.94,104
20151124,1519.36,118
20151125,1443.55,116
20151126,474.27,39
20151127,816.57,64
20151128,957.56,89
20151129,1190.52,105
20151130,1199.55,107
20151201,1184.56,111
20151202,1299.65,108
20151203,1276.42,112
20151204,1131.97,104
20151205,1341.79,96
20151206,1360.52,105
20151207,1231.97,115
20151208,1206.13,107
20151209,1095.77,119
20151210,1237.21,120
20151211,1386.45,104
20151212,1024.33,91
20151213,896.18,78
20151214,883.41,92
20151215,810.53,76
20151216,995.82,91
20151217,1172.18,99
20151218,1024.17,88
20151219,803.39,76
20151220,685.12,67
20151221,871.14,85
20151222,705.64,79
20151223,830.89,69
20151224,705.78,64
20151225,432.13,44
20151226,560.19,56
20151227,625.45,56
20151228,770.87,60
20151229,1109.42,91
20151230,1115.59,77
20151231,1919.10,108
20160101,608.28,57
20160102,1097.37,91
20160103,1520.74,108
20160104,1441.87,137
20160105,1403.81,112
20160106,1876.67,128
20160107,1628.71,149
20160108,1671.85,122
20160109,1719.92,117
20160110,1149.94,98
20160111,1195.52,106
20160112,1232.12,105
20160113,1754.27,134
20160114,1149.60,111
20160115,1495.62,122
20160116,1556.23,124
20160117,1072.48,70
20160118,1153.96,83
20160119,1444.48,123
20160120,1491.92,123
20160121,1482.61,115
20160122,1418.21,121
20160123,1490.71,106
20160124,1287.39,114
20160125,1176.24,111
20160126,1531.44,122
20160127,1226.35,113
20160128,1241.91,102
20160129,1563.76,131
20160130,1144.12,106
20160131,1341.73,98
20160201,1496.81,129
20160202,1277.51,103
20160203,1568.98,134
20160204,1477.37,118
20160205,1357.31,111
20160206,1421.46,107
20160207,1358.58,101
20160208,1093.48,93
20160209,1246.05,116
20160210,1350.19,101
20160211,1805.25,133
20160212,1372.13,118
20160213,1274.83,110
20160214,1367.82,89
20160215,1265.99,114
20160216,1761.20,122
20160217,1266.32,125
20160218,1415.82,116
20160219,1599.26,135
20160220,1648.47,135
20160221,1157.93,89
20160222,1540.17,126
20160223,1652.94,137
20160224,1037.69,90
20160225,1305.47,115
20160226,1401.86,122
20160227,1366.49,117
20160228,1573.79,114
20160229,1722.14,133
20160301,1654.97,126
20160302,1342.99,106
20160303,1883.69,135
20160304,1562.28,119
20160305,1461.07,113
20160306,1867.39,141
20160307,1315.42,110
20160308,1530.81,119
20160309,1297.98,129
20160310,1607.97,126
20160311,1529.10,124
20160312,1327.95,102
20160313,1214.10,100
20160314,1704.57,136
20160315,1617.20,130
20160316,1464.61,132
20160317,1270.35,118
20160318,1231.60,101
20160319,1066.88,92
20160320,1215.79,108
20160321,1886.10,136
20160322,1439.03,124
20160323,1181.99,91
20160324,1101.65,86
20160325,1650.29,111
20160326,1241.10,89
20160327,1491.03,114
20160328,1546.95,133
20160329,1797.51,146
20160330,1221.38,118
20160331,1490.50,151
20160401,1646.26,141
20160402,1468.52,114
20160403,1658.29,140
20160404,1591.11,126
20160405,1202.06,116
20160406,1546.65,127
20160407,1764.52,118
20160408,1273.24,106
20160409,1507.74,116
20160410,1233.93,105
20160411,1746.88,134
20160412,1974.37,144
20160413,1650.44,157
20160414,1632.05,138
20160415,1369.89,121
20160416,1527.31,136
20160417,1523.59,123
20160418,1465.44,130
20160419,1463.87,130
20160420,1744.62,144
20160421,1689.17,135
20160422,1533.79,128
20160423,1429.68,132
20160424,1690.20,128
20160425,1795.84,152
20160426,1518.37,141
20160427,1576.81,127
20160428,1688.07,137
20160429,1805.32,138
20160430,1117.69,94
20160501,1362.27,122
20160502,1762.75,144
20160503,1963.73,164
20160504,1418.03,126
20160505,1830.66,163
20160506,1520.64,145
20160507,1554.46,130
20160508,1634.13,140
20160509,1592.93,125
20160510,1653.47,131
20160511,1710.51,154
20160512,1589.48,152
20160513,1517.42,121
20160514,1178.55,99
20160515,1689.84,130
20160516,1639.17,150
20160517,1553.48,133
20160518,1627.84,135
20160519,1584.11,133
20160520,1184.24,113
20160521,1506.65,131
20160522,1399.68,134
20160523,1607.70,139
20160524,1607.55,163
20160525,1585.25,124
20160526,0.00,0
